Salinas River at Paso Robles, CA	
California		
Mean annual (Water Year, Oct-Sep) streamflow reconstruction		
Values in cubic feet per second (CFS)		
Recon = reconstruction		
Observed = gage record from USGS	
Recon Interval: 1409-2003		
Observed Interval: 1940-2003 (1966-1969 missing)		
PI: R. D. Griffin		
Reference: Griffin, R.D. 2005. Paleohydrology of the Salinas River, California, 
reconstructed from blue oak tree rings. Geological Society of America
Annual Meeting, Denver, CO, October 16, 2005.
URL: http://treeflow.info/cali/salinas.html
Add'l Info: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/treering/
reconstructions/california/salinas-flow.txt

==========    		
Year    Recon   Observed
1718    135.50     -9999      
1719    122.94     -9999      
1720    177.75     -9999      
1721      0.00     -9999      
1722     11.32     -9999      
1723    303.94     -9999      
1724     51.86     -9999      
1725    152.63     -9999      
1726     66.99     -9999      
1727    116.09     -9999      
1728      0.00     -9999      
1729      0.00     -9999      
1730    285.38     -9999      
1731    140.93     -9999      
1732    237.70     -9999      
1733      0.00     -9999      
1734    247.13     -9999      
1735      0.00     -9999      
1736      0.00     -9999      
1737      0.00     -9999      
1738    201.16     -9999      
1739     61.56     -9999      
1740    303.94     -9999      
1741    188.03     -9999      
1742    160.05     -9999      
1743    218.58     -9999      
1744    155.49     -9999      
1745    272.25     -9999      
1746    190.31     -9999      
1747    193.74     -9999      
1748      0.76     -9999      
1749    154.92     -9999      
1750    146.92     -9999      
1751     47.29     -9999      
1752     30.16     -9999      
1753     92.68     -9999      
1754      0.00     -9999      
1755     52.14     -9999      
1756     66.99     -9999      
1757      0.00     -9999      
1758    140.36     -9999      
1759     46.15     -9999      
1760     91.25     -9999      
1761     27.88     -9999      
1762     84.69     -9999      
1763     88.68     -9999      
1764    101.82     -9999      
1765      0.00     -9999      
1766    197.17     -9999      
1767    102.39     -9999      
1768    118.94     -9999      
1769    136.64     -9999      
1770      0.00     -9999      
1771    244.84     -9999      
1772    143.21     -9999      
1773     61.28     -9999      
1774    172.61     -9999      
1775     94.39     -9999      
1776     41.87     -9999      
1777     25.31     -9999      
1778     86.97     -9999      
1779    191.46     -9999      
1780     20.74     -9999      
1781     96.68     -9999      
1782      0.00     -9999      
1783      0.00     -9999      
1784    218.01     -9999      
1785    152.35     -9999      
1786     79.83     -9999      
1787    216.58     -9999      
1788      0.00     -9999      
1789    277.10     -9999      
1790    246.55     -9999      
1791    110.67     -9999      
1792    268.54     -9999      
1793    167.19     -9999      
1794      0.00     -9999      
1795      0.00     -9999      
1796     13.03     -9999      
1797    190.31     -9999      
1798    177.75     -9999      
1799    185.75     -9999      
1800     31.02     -9999      
1801    216.86     -9999      
1802     92.40     -9999      
1803      0.00     -9999      
1804    218.86     -9999      
1805     53.00     -9999      
1806     66.99     -9999      
1807     34.44     -9999      
1808     94.11     -9999      
1809      0.00     -9999      
1810     84.97     -9999      
1811    214.30     -9999      
1812     33.02     -9999      
1813     54.43     -9999      
1814    109.81     -9999      
1815     83.26     -9999      
1816    236.28     -9999      
1817    247.41     -9999      
1818    107.53     -9999      
1819    184.32     -9999      
1820     49.57     -9999      
1821    218.29     -9999      
1822      0.00     -9999      
1823      0.00     -9999      
1824      4.75     -9999      
1825    381.87     -9999      
1826    187.17     -9999      
1827     66.70     -9999      
1828    285.95     -9999      
1829      0.00     -9999      
1830    127.79     -9999      
1831    106.10     -9999      
1832    275.39     -9999      
1833    123.23     -9999      
1834    104.10     -9999      
1835     51.29     -9999      
1836     28.16     -9999      
1837    110.95     -9999      
1838    274.53     -9999      
1839    144.35     -9999      
1840    126.94     -9999      
1841      0.00     -9999      
1842    204.87     -9999      
1843      0.00     -9999      
1844      0.00     -9999      
1845      0.00     -9999      
1846     44.43     -9999      
1847    212.87     -9999      
1848    158.34     -9999      
1849    163.48     -9999      
1850    200.59     -9999      
1851      2.47     -9999      
1852    228.28     -9999      
1853    178.32     -9999      
1854    105.24     -9999      
1855     66.13     -9999      
1856      0.00     -9999      
1857     15.32     -9999      
1858      0.00     -9999      
1859     39.58     -9999      
1860    169.76     -9999      
1861    108.67     -9999      
1862    222.29     -9999      
1863     13.32     -9999      
1864      0.00     -9999      
1865    117.52     -9999      
1866     92.97     -9999      
1867    274.82     -9999      
1868    377.30     -9999      
1869    160.62     -9999      
1870     15.03     -9999      
1871      0.00     -9999      
1872     56.14     -9999      
1873     63.85     -9999      
1874     98.96     -9999      
1875     69.56     -9999      
1876    180.61     -9999      
1877      0.00     -9999      
1878    266.54     -9999      
1879      0.00     -9999      
1880    197.45     -9999      
1881    103.53     -9999      
1882     30.73     -9999      
1883     13.32     -9999      
1884    374.16     -9999      
1885     80.40     -9999      
1886    193.74     -9999      
1887     57.00     -9999      
1888    102.39     -9999      
1889    142.07     -9999      
1890    276.24     -9999      
1891    144.35     -9999      
1892     28.45     -9999      
1893    168.90     -9999      
1894      0.00     -9999      
1895    175.18     -9999      
1896     55.28     -9999      
1897    154.63     -9999      
1898      0.00     -9999      
1899      0.00     -9999      
1900      0.00     -9999      
1901    203.45     -9999      
1902     23.88     -9999      
1903    100.10     -9999      
1904     23.88     -9999      
1905    195.17     -9999      
1906    215.72     -9999      
1907    261.68     -9999      
1908    169.19     -9999      
1909    177.75     -9999      
1910    113.81     -9999      
1911    148.92     -9999      
1912     44.15     -9999      
1913      1.90     -9999      
1914    321.35     -9999      
1915    196.31     -9999      
1916    165.19     -9999      
1917     92.40     -9999      
1918     72.13     -9999      
1919     78.41     -9999      
1920     49.00     -9999      
1921     51.57     -9999      
1922    140.93     -9999      
1923     40.15     -9999      
1924      0.00     -9999      
1925      5.61     -9999      
1926     55.85     -9999      
1927    119.23     -9999      
1928     16.46     -9999      
1929     12.75     -9999      
1930      0.00     -9999      
1931      0.00     -9999      
1932    263.11     -9999      
1933      0.76     -9999      
1934      0.00     -9999      
1935    200.88     -9999      
1936    147.78     -9999      
1937    246.55     -9999      
1938    210.87     -9999      
1939     54.71     -9999      
1940    124.37    108.61   
1941    373.88    469.55   
1942    194.31    118.98   
1943    142.64    297.98   
1944    160.34     75.51   
1945    111.81     68.46   
1946     51.00     38.12   
1947      0.00     15.29   
1948     16.74     10.56   
1949    115.80     20.83   
1950     25.88     38.59   
1951     11.32     32.81   
1952    337.91    229.94   
1953     62.42     52.46   
1954     70.98     37.92   
1955     59.85     19.12   
1956    134.08    109.66   
1957     65.56      9.86   
1958    295.09    343.64   
1959     47.86     10.96   
1960      0.00     12.03   
1961      0.00      0.00   
1962    210.01    145.36   
1963     76.98     57.91   
1964      0.00      3.48   
1965    160.34     41.76   
1966    105.24     -9999      
1967    166.05     -9999      
1968      0.00     -9999      
1969    259.12     -9999      
1970     23.59     34.66   
1971     53.57     29.11   
1972      0.00      1.12   
1973    249.12    205.94   
1974    112.95    129.82   
1975     84.97     51.89   
1976      0.00      0.00   
1977      0.00      0.00   
1978    347.04    316.24   
1979    143.50     51.71   
1980    207.73    275.92   
1981     56.42     46.82   
1982    158.63    129.76   
1983    258.83    530.33   
1984     35.01     43.61   
1985     59.85     12.50   
1986    144.64    181.36   
1987      0.00      5.53   
1988     86.11      9.72   
1989      0.00      6.46   
1990      0.00      0.39   
1991     95.54     39.67   
1992    150.35     80.97   
1993    285.38    292.70   
1994     20.74      7.97   
1995    268.25    368.50   
1996     82.40    132.50   
1997     79.83    269.20   
1998    327.63    380.30   
1999    112.95     35.16   
2000     99.82     82.92   
2001     83.83     99.85   
2002      0.00      4.85   
2003     95.25     27.64   
