Colorado River at Lees Ferry, AZ (Meko)
Upper Colorado River Basin
Annual (Water Year, Oct-Sep) streamflow reconstruction
Values in acre-feet
Recon = reconstruction
Observed = natural flow record from US Bureau of Reclamation
Recon Interval: 762-2005	
Observed Interval: 1906-2004
PI: D. Meko
Reference: 	Meko, D.M., C.A. Woodhouse, C.H. Baisan, T. Knight, J.J. Lukas, 
M.K. Hughes, and M.W. Salzer. 2007. Medieval drought in the upper Colorado 
River Basin. Geophysical Research Letters, Vol. 34, L10705	
URL: http://treeflow.info/upco/coloradoleesmeko.html
Add'l Info: http://www.ncdc.noaa.gov/paleo/pubs/meko2007/meko2007.html 	 
           
==========              
Year	   Recon  Observed
1566  12329556     -9999  
1567  12587999     -9999  
1568  14369337     -9999  
1569  14448698     -9999  
1570  17670864     -9999  
1571  14857286     -9999  
1572  15810191     -9999  
1573  11196090     -9999  
1574   9018733     -9999  
1575  15157797     -9999  
1576  13425936     -9999  
1577  17434913     -9999  
1578  16929319     -9999  
1579  12196115     -9999  
1580   6545386     -9999  
1581  12459877     -9999  
1582  15394834     -9999  
1583  11528963     -9999  
1584   5065861     -9999  
1585  11162872     -9999  
1586  16804806     -9999  
1587  14052118     -9999  
1588  16570708     -9999  
1589  15901033     -9999  
1590   8230022     -9999  
1591   9354717     -9999  
1592  10742741     -9999  
1593  14645499     -9999  
1594  17600884     -9999  
1595  18046022     -9999  
1596  18496086     -9999  
1597  13192564     -9999  
1598   6928084     -9999  
1599  16719725     -9999  
1600   8960227     -9999  
1601  16263698     -9999  
1602  16788943     -9999  
1603  17378911     -9999  
1604  20769598     -9999  
1605  20357729     -9999  
1606  17928935     -9999  
1607   8618502     -9999  
1608  16334922     -9999  
1609  17231604     -9999  
1610  20450994     -9999  
1611  17767330     -9999  
1612  13558944     -9999  
1613  17831145     -9999  
1614  18962714     -9999  
1615  18973181     -9999  
1616  17390572     -9999  
1617  19238230     -9999  
1618  18335574     -9999  
1619  15764215     -9999  
1620  16280395     -9999  
1621  19228895     -9999  
1622  12852050     -9999  
1623  11383467     -9999  
1624  10010793     -9999  
1625   8559332     -9999  
1626  10719155     -9999  
1627  16419855     -9999  
1628  17162425     -9999  
1629  13422717     -9999  
1630  13206160     -9999  
1631   9950750     -9999  
1632  10364626     -9999  
1633  17560535     -9999  
1634  14876760     -9999  
1635  13905808     -9999  
1636  13463969     -9999  
1637  12850771     -9999  
1638  13025056     -9999  
1639  17245707     -9999  
1640  17344244     -9999  
1641  15639305     -9999  
1642  16139706     -9999  
1643  15732442     -9999  
1644  14368511     -9999  
1645  10656822     -9999  
1646  11825314     -9999  
1647  16727114     -9999  
1648  13309322     -9999  
1649  20808580     -9999  
1650  19372009     -9999  
1651  18243928     -9999  
1652  14110301     -9999  
1653   9955852     -9999  
1654   5697057     -9999  
1655  20749456     -9999  
1656  15759561     -9999  
1657  15674917     -9999  
1658  12454468     -9999  
1659  14148090     -9999  
1660  15539915     -9999  
1661  13961918     -9999  
1662  14684597     -9999  
1663  12940337     -9999  
1664   9505687     -9999  
1665  14795378     -9999  
1666  11303027     -9999  
1667   9813918     -9999  
1668  11291979     -9999  
1669  17499695     -9999  
1670  10785486     -9999  
1671   9022441     -9999  
1672  17212381     -9999  
1673  17909282     -9999  
1674  18177502     -9999  
1675  13836780     -9999  
1676  16956507     -9999  
1677  16501330     -9999  
1678  22006178     -9999  
1679  16245453     -9999  
1680  19617118     -9999  
1681  17762032     -9999  
1682  14269412     -9999  
1683  19093399     -9999  
1684  10689075     -9999  
1685   2322177     -9999  
1686   9842311     -9999  
1687  15622717     -9999  
1688  17358260     -9999  
1689  16348071     -9999  
1690  16804401     -9999  
1691  17441394     -9999  
1692  13839010     -9999  
1693  16676798     -9999  
1694  13117077     -9999  
1695  13347773     -9999  
1696  14512797     -9999  
1697  16420690     -9999  
1698  18564498     -9999  
1699  16346622     -9999  
1700  13426001     -9999  
1701  18306871     -9999  
1702  17601431     -9999  
1703  13488958     -9999  
1704   9756015     -9999  
1705  15154305     -9999  
1706  11021615     -9999  
1707  10844602     -9999  
1708  11701556     -9999  
1709  16118452     -9999  
1710  16434633     -9999  
1711  15857383     -9999  
1712  16981628     -9999  
1713  13149720     -9999  
1714   8616161     -9999  
1715  16761784     -9999  
1716  15157404     -9999  
1717  14038381     -9999  
1718  16007992     -9999  
1719  19531052     -9999  
1720  23128312     -9999  
1721  12390175     -9999  
1722   6949958     -9999  
1723  13304340     -9999  
1724  16426371     -9999  
1725  20992798     -9999  
1726  23447554     -9999  
1727  17418148     -9999  
1728  10789022     -9999  
1729   7214078     -9999  
1730  12825200     -9999  
1731  15044130     -9999  
1732  14820605     -9999  
1733  16069785     -9999  
1734  19152893     -9999  
1735   7886935     -9999  
1736   7848322     -9999  
1737  12612781     -9999  
1738  19027369     -9999  
1739  17020702     -9999  
1740  10444545     -9999  
1741  16647748     -9999  
1742  17414794     -9999  
1743  18598879     -9999  
1744  13134391     -9999  
1745  16205589     -9999  
1746  20558223     -9999  
1747  21190904     -9999  
1748   8583517     -9999  
1749  17431930     -9999  
1750  12591948     -9999  
1751  14025177     -9999  
1752  12163455     -9999  
1753  17390820     -9999  
1754  15389495     -9999  
1755  12521122     -9999  
1756   8647480     -9999  
1757  10506417     -9999  
1758  14485832     -9999  
1759  11710169     -9999  
1760  18094832     -9999  
1761  17842243     -9999  
1762  18685303     -9999  
1763  11133611     -9999  
1764  16417513     -9999  
1765  10443268     -9999  
1766  14946122     -9999  
1767  10951235     -9999  
1768  20608650     -9999  
1769  18784798     -9999  
1770  14266815     -9999  
1771  17742347     -9999  
1772  11955456     -9999  
1773   6337543     -9999  
1774  12380829     -9999  
1775  16047726     -9999  
1776  13272704     -9999  
1777   9760678     -9999  
1778  11321330     -9999  
1779  14354074     -9999  
